 Title,Date,Duration,Exercise,"Superset id",Weight,Reps,Distance,Time,"Set Type"
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Incline Chest Press",,40.000,12,,,WARMUP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Incline Chest Press",,80.000,2,,,FEEDER_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Incline Chest Press",,100.000,7,,,TOP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Incline Chest Press",,80.000,8,,,BACK_OFF_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Chest Press",,65.000,7,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Chest Press",,55.000,8,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Chest Press",,60.000,6,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Shoulder Press",,65.000,12,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Shoulder Press",,70.000,7,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Shoulder Press",,70.000,6,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Shoulder Press",,40.000,7,,,DROP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"High Pulley Overhead Tricep Extension",,37.500,12,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"High Pulley Overhead Tricep Extension",,37.500,9,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"High Pulley Overhead Tricep Extension",,35.000,12,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Triceps Pushdown",,32.500,7,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Triceps Pushdown",,30.000,9,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Triceps Pushdown",,27.500,9,,,NORMAL_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Lateral Raise",,20.000,10,,,DROP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Lateral Raise",,15.000,10,,,DROP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Lateral Raise",,20.000,8,,,DROP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Lateral Raise",,15.000,7,,,DROP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Lateral Raise",,30.000,11,,,DROP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Lateral Raise",,20.000,6,,,DROP_SET
PUSH,"2026-05-08 11:10:56",00:57:33,"Lever Lateral Raise",,15.000,6,,,DROP_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Barbell Lying Row on Rack",,70.000,12,,,TOP_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Barbell Lying Row on Rack",,70.000,10,,,TOP_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Barbell Lying Row on Rack",,70.000,10,,,BACK_OFF_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Lever High Row",,90.000,10,,,TOP_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Lever High Row",,80.000,12,,,BACK_OFF_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Lever High Row",,80.000,10,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Lever One Arm Low Row",,70.000,10,,,TOP_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Lever One Arm Low Row",,70.000,9,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Cable Unilateral Bicep Curl",,25.000,8,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Cable Unilateral Bicep Curl",,20.000,10,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Cable Unilateral Bicep Curl",,20.000,9,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Close Grip Preacher Curl",,30.000,6,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Close Grip Preacher Curl",,30.000,7,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Close Grip Preacher Curl",,30.000,5,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Lever Seated Reverse Fly",,22.500,9,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Lever Seated Reverse Fly",,22.500,7,,,NORMAL_SET
PULL,"2026-05-07 10:52:28",00:58:38,"Lever Seated Reverse Fly",,22.500,7,,,NORMAL_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Lever Belt Squat",,90.000,5,,,WARMUP_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Lever Belt Squat",,155.000,2,,,FEEDER_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Lever Belt Squat",,205.000,5,,,TOP_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Lever Belt Squat",,185.000,5,,,BACK_OFF_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Smith Deadlift",,40.000,7,,,FEEDER_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Smith Deadlift",,60.000,2,,,FEEDER_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Smith Deadlift",,65.000,8,,,TOP_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Smith Deadlift",,60.000,8,,,BACK_OFF_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Lever Lying Leg Curl",,25.000,15,,,NORMAL_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Lever Lying Leg Curl",,20.000,9,,,DROP_SET
"LEG ","2026-05-06 11:25:01",00:39:50,"Lever Lying Leg Curl",,15.000,7,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Incline Chest Press",,40.000,12,,,WARMUP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Incline Chest Press",,80.000,2,,,FEEDER_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Incline Chest Press",,100.000,6,,,TOP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Incline Chest Press",,80.000,9,,,BACK_OFF_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Chest Press",,65.000,7,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Chest Press",,55.000,8,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Chest Press",,60.000,5,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Shoulder Press",,65.000,10,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Shoulder Press",,65.000,9,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Shoulder Press",,65.000,8,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Shoulder Press",,40.000,8,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"High Pulley Overhead Tricep Extension",,37.500,9,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"High Pulley Overhead Tricep Extension",,37.500,8,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"High Pulley Overhead Tricep Extension",,35.000,8,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Triceps Pushdown",,30.000,11,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Triceps Pushdown",,30.000,8,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Triceps Pushdown",,30.000,9,,,NORMAL_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Lateral Raise",,20.000,10,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Lateral Raise",,15.000,10,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Lateral Raise",,20.000,10,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Lateral Raise",,15.000,8,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Lateral Raise",,20.000,7,,,DROP_SET
PUSH,"2026-05-05 10:56:52",00:58:59,"Lever Lateral Raise",,15.000,6,,,DROP_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Barbell Lying Row on Rack",,65.000,12,,,TOP_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Barbell Lying Row on Rack",,65.000,11,,,TOP_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Barbell Lying Row on Rack",,65.000,10,,,BACK_OFF_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Lever High Row",,90.000,9,,,TOP_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Lever High Row",,80.000,12,,,BACK_OFF_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Lever High Row",,80.000,10,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Lever One Arm Low Row",,70.000,10,,,TOP_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Lever One Arm Low Row",,70.000,9,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Cable Unilateral Bicep Curl",,25.000,8,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Cable Unilateral Bicep Curl",,20.000,9,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Cable Unilateral Bicep Curl",,20.000,9,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Close Grip Preacher Curl",,30.000,8,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Close Grip Preacher Curl",,30.000,8,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Close Grip Preacher Curl",,30.000,6,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Lever Seated Reverse Fly",,22.500,8,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Lever Seated Reverse Fly",,22.500,7,,,NORMAL_SET
PULL,"2026-05-04 12:52:01",01:01:28,"Lever Seated Reverse Fly",,22.500,6,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Incline Chest Press",,40.000,12,,,WARMUP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Incline Chest Press",,80.000,2,,,FEEDER_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Incline Chest Press",,100.000,6,,,TOP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Incline Chest Press",,80.000,9,,,BACK_OFF_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Chest Press",,65.000,7,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Chest Press",,55.000,6,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Chest Press",,60.000,6,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Shoulder Press",,65.000,9,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Shoulder Press",,65.000,9,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Shoulder Press",,65.000,6,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Shoulder Press",,40.000,7,,,DROP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"High Pulley Overhead Tricep Extension",,37.500,8,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"High Pulley Overhead Tricep Extension",,35.000,6,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"High Pulley Overhead Tricep Extension",,30.000,8,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Triceps Pushdown",,30.000,8,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Triceps Pushdown",,30.000,8,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Triceps Pushdown",,30.000,8,,,NORMAL_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Lateral Raise",,20.000,10,,,DROP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Lateral Raise",,15.000,10,,,DROP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Lateral Raise",,20.000,10,,,DROP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Lateral Raise",,15.000,10,,,DROP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Lateral Raise",,20.000,8,,,DROP_SET
PUSH,"2026-05-01 18:12:02",00:54:15,"Lever Lateral Raise",,15.000,8,,,DROP_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Barbell Lying Row on Rack",,67.500,12,,,TOP_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Barbell Lying Row on Rack",,67.500,10,,,TOP_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Barbell Lying Row on Rack",,60.000,10,,,BACK_OFF_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Lever High Row",,90.000,12,,,TOP_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Lever High Row",,80.000,11,,,BACK_OFF_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Lever High Row",,80.000,10,,,NORMAL_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Lever One Arm Low Row",,70.000,10,,,TOP_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Lever One Arm Low Row",,70.000,9,,,NORMAL_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Cable Unilateral Bicep Curl",,25.000,7,,,NORMAL_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Cable Unilateral Bicep Curl",,20.000,9,,,NORMAL_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Cable Unilateral Bicep Curl",,20.000,8,,,NORMAL_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Cross Body Hammer Curl",,14.000,7,,,NORMAL_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Cross Body Hammer Curl",,12.000,12,,,NORMAL_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Cross Body Hammer Curl",,12.000,3,,,MYO_REPS_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Lever Seated Reverse Fly",,22.500,7,,,NORMAL_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Lever Seated Reverse Fly",,22.500,7,,,NORMAL_SET
PULL,"2026-04-30 10:51:54",00:54:22,"Lever Seated Reverse Fly",,22.500,6,,,NORMAL_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Lever Belt Squat",,85.000,5,,,WARMUP_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Lever Belt Squat",,150.000,2,,,FEEDER_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Lever Belt Squat",,200.000,5,,,TOP_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Lever Belt Squat",,180.000,5,,,BACK_OFF_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Smith Deadlift",,40.000,6,,,FEEDER_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Smith Deadlift",,60.000,2,,,FEEDER_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Smith Deadlift",,65.000,8,,,TOP_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Smith Deadlift",,60.000,8,,,BACK_OFF_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Lever Lying Leg Curl",,22.500,15,,,NORMAL_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Lever Lying Leg Curl",,17.500,10,,,DROP_SET
"LEG ","2026-04-29 12:02:54",00:43:37,"Lever Lying Leg Curl",,12.500,15,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Incline Chest Press",,40.000,12,,,WARMUP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Incline Chest Press",,80.000,2,,,FEEDER_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Incline Chest Press",,100.000,7,,,TOP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Incline Chest Press",,80.000,8,,,BACK_OFF_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Chest Press",,65.000,5,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Chest Press",,55.000,8,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Chest Press",,60.000,6,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Shoulder Press",,65.000,8,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Shoulder Press",,65.000,8,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Shoulder Press",,65.000,7,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Shoulder Press",,40.000,8,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"High Pulley Overhead Tricep Extension",,37.500,6,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"High Pulley Overhead Tricep Extension",,37.500,10,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"High Pulley Overhead Tricep Extension",,32.500,11,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Triceps Pushdown",,30.000,10,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Triceps Pushdown",,30.000,9,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Triceps Pushdown",,32.500,7,,,NORMAL_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Lateral Raise",,20.000,10,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Lateral Raise",,15.000,10,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Lateral Raise",,20.000,8,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Lateral Raise",,15.000,7,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Lateral Raise",,30.000,9,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Lateral Raise",,20.000,7,,,DROP_SET
PUSH,"2026-04-28 11:24:52",01:08:34,"Lever Lateral Raise",,15.000,6,,,DROP_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Barbell Lying Row on Rack",,65.000,12,,,TOP_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Barbell Lying Row on Rack",,65.000,11,,,TOP_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Barbell Lying Row on Rack",,65.000,8,,,BACK_OFF_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Lever High Row",,90.000,10,,,TOP_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Lever High Row",,80.000,10,,,BACK_OFF_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Lever High Row",,80.000,11,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Lever One Arm Low Row",,70.000,8,,,TOP_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Lever One Arm Low Row",,70.000,10,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Lever One Arm Low Row",,70.000,8,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Cable Unilateral Bicep Curl",,25.000,7,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Cable Unilateral Bicep Curl",,20.000,9,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Cable Unilateral Bicep Curl",,20.000,8,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Cross Body Hammer Curl",,14.000,8,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Cross Body Hammer Curl",,14.000,9,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Cross Body Hammer Curl",,14.000,3,,,MYO_REPS_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Lever Seated Reverse Fly",,22.500,8,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Lever Seated Reverse Fly",,22.500,6,,,NORMAL_SET
PULL,"2026-04-27 11:29:18",00:57:11,"Lever Seated Reverse Fly",,22.500,7,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Incline Chest Press",,40.000,12,,,WARMUP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Incline Chest Press",,80.000,2,,,FEEDER_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Incline Chest Press",,100.000,7,,,TOP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Incline Chest Press",,80.000,9,,,BACK_OFF_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Chest Press",,65.000,7,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Chest Press",,55.000,8,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Chest Press",,60.000,6,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Shoulder Press",,65.000,11,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Shoulder Press",,65.000,9,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Shoulder Press",,65.000,6,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Shoulder Press",,40.000,7,,,DROP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"High Pulley Overhead Tricep Extension",,37.500,11,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"High Pulley Overhead Tricep Extension",,37.500,7,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"High Pulley Overhead Tricep Extension",,32.500,10,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Triceps Pushdown",,30.000,10,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Triceps Pushdown",,30.000,7,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Triceps Pushdown",,30.000,6,,,NORMAL_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Lateral Raise",,20.000,10,,,DROP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Lateral Raise",,15.000,10,,,DROP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Lateral Raise",,30.000,10,,,DROP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Lateral Raise",,20.000,10,,,DROP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Lateral Raise",,15.000,8,,,DROP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Lateral Raise",,30.000,9,,,DROP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Lateral Raise",,20.000,8,,,DROP_SET
PUSH,"2026-04-24 11:54:05",00:58:56,"Lever Lateral Raise",,15.000,9,,,DROP_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Barbell Lying Row on Rack",,65.000,12,,,TOP_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Barbell Lying Row on Rack",,65.000,11,,,TOP_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Barbell Lying Row on Rack",,65.000,9,,,BACK_OFF_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Lever High Row",,90.000,8,,,TOP_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Lever High Row",,80.000,10,,,BACK_OFF_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Lever High Row",,80.000,10,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Lever One Arm Low Row",,70.000,9,,,TOP_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Lever One Arm Low Row",,70.000,10,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Lever One Arm Low Row",,70.000,7,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Cable Unilateral Bicep Curl",,25.000,8,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Cable Unilateral Bicep Curl",,20.000,10,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Cable Unilateral Bicep Curl",,20.000,8,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Cross Body Hammer Curl",,14.000,8,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Cross Body Hammer Curl",,14.000,8,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Cross Body Hammer Curl",,14.000,2,,,MYO_REPS_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Lever Seated Reverse Fly",,22.500,8,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Lever Seated Reverse Fly",,22.500,7,,,NORMAL_SET
PULL,"2026-04-23 16:06:13",00:56:56,"Lever Seated Reverse Fly",,22.500,7,,,NORMAL_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Incline Chest Press",,40.000,12,,,WARMUP_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Incline Chest Press",,80.000,2,,,FEEDER_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Incline Chest Press",,100.000,6,,,TOP_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Incline Chest Press",,80.000,9,,,BACK_OFF_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Chest Press",,65.000,8,,,NORMAL_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Chest Press",,55.000,7,,,NORMAL_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Chest Press",,60.000,7,,,NORMAL_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Shoulder Press",,65.000,8,,,NORMAL_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Shoulder Press",,65.000,9,,,NORMAL_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Shoulder Press",,65.000,6,,,NORMAL_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"Lever Shoulder Press",,40.000,5,,,DROP_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"High Pulley Overhead Tricep Extension",,37.500,12,,,NORMAL_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"High Pulley Overhead Tricep Extension",,37.500,12,,,NORMAL_SET
PUSH,"2026-04-21 11:36:31",00:57:38,"High Pulley Overhead Tricep Extension",,37.500,10,,,NORMAL_SET
